#urn:cts:greekLit:tlg0085.tlg007.opp-grc3
"passage"	"running id"	"nth occurrence"	"word form"	"join-(b)efore/join-(a)fter"	"original tag"
1	1	[1]	Πρῶτον	_	_
1	2	[1]	μὲν	_	_
1	3	[1]	εὐχῇ	_	_
1	4	[1]	τῇδε	_	_
1	5	[1]	πρεσβεύω	_	_
1	6	[1]	θεῶν	_	_
2	1	[1]	τὴν	_	_
2	2	[1]	πρωτόμαντιν	_	_
2	3	[1]	Γαῖαν	_	_
2	4	[1]	:	b	_
2	5	[1]	ἐκ	_	_
2	6	[1]	δὲ	_	_
2	7	[1]	τῆς	_	_
2	8	[1]	Θέμιν	_	_
2	9	[1]	,	b	_
3	1	[1]	ἣ	_	_
3	2	[1]	δὴ	_	_
3	3	[1]	τὸ	_	_
3	4	[1]	μητρὸς	_	_
3	5	[1]	δευτέρα	_	_
3	6	[1]	τόδ᾽	_	_
3	7	[1]	ἕζετο	_	_
4	1	[1]	μαντεῖον	_	_
4	2	[1]	,	b	_
4	3	[1]	ὡς	_	_
4	4	[1]	λόγος	_	_
4	5	[1]	τις	_	_
4	6	[1]	:	b	_
4	7	[1]	ἐν	_	_
4	8	[1]	δὲ	_	_
4	9	[1]	τῷ	_	_
4	10	[1]	τρίτῳ	_	_
5	1	[1]	λάχει	_	_
5	2	[1]	,	b	_
5	3	[1]	θελούσης	_	_
5	4	[2]	,	b	_
5	5	[1]	οὐδὲ	_	_
5	6	[1]	πρὸς	_	_
5	7	[1]	βίαν	_	_
5	8	[1]	τινός	_	_
5	9	[3]	,	b	_
6	1	[1]	Τιτανὶς	_	_
6	2	[1]	ἄλλη	_	_
6	3	[1]	παῖς	_	_
6	4	[1]	Χθονὸς	_	_
6	5	[1]	καθέζετο	_	_
6	6	[1]	,	b	_
7	1	[1]	Φοίβη	_	_
7	2	[1]	:	b	_
7	3	[1]	δίδωσι	_	_
7	4	[1]	δ᾽	_	_
7	5	[1]	ἣ	_	_
7	6	[1]	γενέθλιον	_	_
7	7	[1]	δόσιν	_	_
8	1	[1]	Φοίβῳ	_	_
8	2	[1]	:	b	_
8	3	[1]	τὸ	_	_
8	4	[1]	Φοίβης	_	_
8	5	[1]	δ᾽	_	_
8	6	[1]	ὄνομ᾽	_	_
8	7	[1]	ἔχει	_	_
8	8	[1]	παρώνυμον	_	_
8	9	[1]	.	b	_
9	1	[1]	λιπὼν	_	_
9	2	[1]	δὲ	_	_
9	3	[1]	λίμνην	_	_
9	4	[1]	Δηλίαν	_	_
9	5	[1]	τε	_	_
9	6	[1]	χοιράδα	_	_
9	7	[1]	,	b	_
10	1	[1]	κέλσας	_	_
10	2	[1]	ἐπ᾽	_	_
10	3	[1]	ἀκτὰς	_	_
10	4	[1]	ναυπόρους	_	_
10	5	[1]	τὰς	_	_
10	6	[1]	Παλλάδος	_	_
10	7	[1]	,	b	_
11	1	[1]	ἐς	_	_
11	2	[1]	τήνδε	_	_
11	3	[1]	γαῖαν	_	_
11	4	[1]	ἦλθε	_	_
11	5	[1]	Παρνησοῦ	_	_
11	6	[1]	θ᾽	_	_
11	7	[1]	ἕδρας	_	_
11	8	[1]	.	b	_
12	1	[1]	πέμπουσι	_	_
12	2	[1]	δ᾽	_	_
12	3	[1]	αὐτὸν	_	_
12	4	[1]	καὶ	_	_
12	5	[1]	σεβίζουσιν	_	_
12	6	[1]	μέγα	_	_
13	1	[1]	κελευθοποιοὶ	_	_
13	2	[1]	παῖδες	_	_
13	3	[1]	Ἡφαίστου	_	_
13	4	[1]	,	b	_
13	5	[1]	χθόνα	_	_
14	1	[1]	ἀνήμερον	_	_
14	2	[1]	τιθέντες	_	_
14	3	[1]	ἡμερωμένην	_	_
14	4	[1]	.	b	_
15	1	[1]	μολόντα	_	_
15	2	[1]	δ᾽	_	_
15	3	[1]	αὐτὸν	_	_
15	4	[1]	κάρτα	_	_
15	5	[1]	τιμαλφεῖ	_	_
15	6	[1]	λεώς	_	_
15	7	[1]	,	b	_
16	1	[1]	Δελφός	_	_
16	2	[1]	τε	_	_
16	3	[1]	χώρας	_	_
16	4	[1]	τῆσδε	_	_
16	5	[1]	πρυμνήτης	_	_
16	6	[1]	ἄναξ	_	_
16	7	[1]	.	b	_
17	1	[1]	τέχνης	_	_
17	2	[1]	δέ	_	_
17	3	[1]	νιν	_	_
17	4	[1]	Ζεὺς	_	_
17	5	[1]	ἔνθεον	_	_
17	6	[1]	κτίσας	_	_
17	7	[1]	φρένα	_	_
18	1	[1]	ἵζει	_	_
18	2	[1]	τέταρτον	_	_
18	3	[1]	τοῖσδε	_	_
18	4	[1]	μάντιν	_	_
18	5	[1]	ἐν	_	_
18	6	[1]	θρόνοις	_	_
18	7	[1]	:	b	_
19	1	[1]	Διὸς	_	_
19	2	[1]	προφήτης	_	_
19	3	[1]	δ᾽	_	_
19	4	[1]	ἐστὶ	_	_
19	5	[1]	Λοξίας	_	_
19	6	[1]	πατρός	_	_
19	7	[1]	.	b	_
20	1	[1]	τούτους	_	_
20	2	[1]	ἐν	_	_
20	3	[1]	εὐχαῖς	_	_
20	4	[1]	φροιμιάζομαι	_	_
20	5	[1]	θεούς	_	_
20	6	[1]	.	b	_
